label,text
0,Dommage d'entendre ce stephan
0,Hey! Je pars le matin ...
0,"J'avais l'intention de finir de modifier mon manuscrit roman de 536 pages ce soir, mais cela n'arrivera probablement pas. Et seulement 12 pages restent"
0,Trop couché aujourd'hui ... maintenant ma tête me fait mal
0,Je n'ai toujours pas lu les 9e et 10e journaux de princesses qui ont sauvé la France. Je me suis fait pleurer à la fin. Hmm ce sont des livres faciles.
0,Mon nokia 1110 est mort ...
0,"Ma mère pourrait avoir un cancer du sein ne comprendra rien. Comme une semaine, je suis tellement inquiet!"
0,aller dormir. Espérant que demain sera une meilleure journée.
0,"Lol ... j'aurais aimé avoir compris que l'heure d'été s'est terminée et que le petit-déjeuner est une heure plus tard, ils continuent à réveiller les enfants aussi"
0,C'est moche
0,Je ne comprends pas ... je ne le fais pas vraiment
0,Les héros ne me font pas cette saison ...
0,Vivre pas au centre-ville n'est pas très amusant.
0,Pas calorie sage je souhaite que la nourriture indésirable soit sans calories! J'ai mangé une sorte de quilles aigres et un gros coke de cerise d'âne!
0,L'homme travaille dur
0,"Prendre du temps pour faire du thé chaud, étudier, puis savourer"
0,Obtenir des sourcils cirés. plus de douleur
0,Aucune star fantastique ne fonctionne hier ...
0,Oh - vient d'avoir toutes mes applications Macheist 3.0 - doux. N'a pas eu le numéro de série expresso mais bien qu'ils aient dit qu'ils l'ont envoyé - oh bien
0,A choisi mich st pour gagner tout du départ. Je me sentais très bien à ce sujet jusqu'à ce que ce soir. A aussi perdu
0,Est seul en bas ... travaillant
0,Je me sens mal pour le faire
0,"Est-ce juste moi, ou elle déteste anoop. Je veux dire sérieusement, elle est un peu méchante pour lui."
0,Oui sprint a 4g seulement à Baltimore et à Chicago jusqu'à présent
0,Je suis bloqué éveillé au milieu de la nuit pour le deuxième jour d'affilée. Et je me suis senti terrible hier.
0,Merci d'avoir éclaté ma bulle
0,Aller à l'école bientôt ... ne peut rien trouver! C'est tellement dur
0,J'étais sérieux lol
0,J'ai eu sur ma page pour sooooo long !!! Jusqu'à ce qu'il soit supprimé triste jour dans l'histoire
0,Vent fou aujourd'hui = pas d'observation des oiseaux
0,Actuellement au travail ...
0,Grrr .. mes ipod agissant aussi bizarre! Jai ho et la pensée de vous ne jouent pas les chansons complètes ... ughh.
0,"Envoyez-moi le dvd cos, j'ai manqué sur tas pas content de ça!"
0,Je ne vois pas grand-chose avec ce site
0,Je suis tellement désolé que vous ayez à passer par là. encore.
0,Trop loin du rail. Des autres astuces?
0,"Je ne suis pas encore debout, je le jure. Pourquoi est-ce que je continue de perdre. En gagnant. perdant. En gagnant. Des tweeps? Tellement courageux."
0,"Aujourd'hui, j'ai réalisé que je suis trop bon pour cacher des choses, même si je ne peux pas le trouver"
0,"Rester à la maison d'un ami ... maison assise, les voisins sont si fort-avoir une fête"
0,"Danny suis fâché que je n'étais pas là pour regarder le chat en direct, j'étais dans une voiture. Pendant 3 heures en voyage, je suis tellement en colère !!"
0,Vérifiez ma tasse
0,Frontières fermées à 10
0,"Télécharger le nouvel album de nin ""the slip & quot; - Quand diable est-ce sorti? Je suis tellement derrière les temps ces jours-ci"
0,"Je viens de me réveiller, j'ai déjà écrit un e-mail ... je dois aller tôt à l'université aujourd'hui car je dois enseigner à 8h30!"
0,Regarde la colline. . . Et ça me rend triste
0,Tant de canaux ... encore si ennuyeux ... le jour paresseux encore peut-être trouver un passe-temps
0,"Manquez mon ami, soyez le n ° le 25"
0,J'adore le français. Je dis aux gens ici dans le sud que je suis qtr. Français et ils me croquent. Le français est une belle personne
0,Opps .. comme je l'ai dit ... j'ai encore un jour reste et maintenant le problème vient
0,"J'ai activé mon bloc d'autocontrol tôt, ce qui signifie que je ne peux pas vérifier le nouveau qc. La régularisation de mon horloge interne peut être difficile."
0,Oh non
0,Spencer n'est pas un bon gars.
0,"Qu'en est-il de la mort de Reese? Et la finale de la saison la semaine prochaine. Ennuyant, madame président est une femme folle."
0,"Je déteste les lettres limitées, aussi. Mais vous et les gars sont bien? Je prie pour mon chien, elle n'est pas bien"
0,N'a pas été fait merci aujourd'hui - je suis tellement foutu
0,Vouloir sortir
0,Ne va pas dormir tonite.
0,Trop inquiet et fatigué pour poster ce soir
0,Je ne pouvais pas faire la merde aujourd'hui - je suis tellement foutu
0,"Entrevue d'emploi à Cardiff aujourd'hui, me souhaiter de la chance! A eu environ 3 heures de sommeil"
0,"Votre spectacle est bloqué. Bien pire que whack, c'est wiggety-whack. : * (: * (: * ("
0,"Je ne pense vraiment pas que les gens choisissent d'être de cette façon. Mais je pense qu'il a choisi de ne pas accepter l'aide de ma famille, il pourrait être mort pour le moment"
0,"Tu vas me tuer, mais je n'ai pas vu ds9. J'ai attendu jusqu'à ce que je puisse le faire en une seule semaine assise."
0,"Je pense que c'est vrai! hahaha!! 4,5 heures maintenant!"
0,Je déteste voir les spartiates tellement triste
0,"Mon esprit et mon corps protestent sévèrement contre cette ""quête"" chose. Avait des cauchemars pour démarrer"
0,"Je vais te suivre, puisque tu n'as pas été les anges!"
0,"Je pense que je veux lire des livres, mais la bibliothèque ne les a pas"
0,Ma sieste a été interrompue tellement de fois aujourd'hui pour le japonais avec les «loyers à nouveau ...
0,Genre de longs pour le bus qui apparaît à la fin du monde fantôme en ce moment. Pouah.
0,"Mais c'est canada au Canada, c'est étrange. Nous sommes censés avoir la neige jusqu'au mercredi. Pouah."
0,"Awwh babs ... vous avez l'air si triste sous cette entrée de la boutique de ""musik & quot; O-: j'aime l'apparence du nouveau film transformateur"
0,Triste que les «pieds» de mon macbook soient tombés
0,Je vais me lever tard demain et il est 132h ici. Je serai stupide par mon solitaire. C'est ... c'est juste triste
0,"Je transmet mon prochain voyage à e3. Si je ne peux pas trouver quelqu'un pour me casser pendant que je suis là-bas, je pourrais être vissé."
0,"A maintenant eu quelqu'un pour lire ses tweets, mais ne peut pas les faire faire un compte."
0,"Auparavant, je ne pouvais pas gérer mon chat en chaleur tout le temps d: d:"
0,J'espère que je peux arriver au spectacle auburn. Mais ça ne me regarde pas bien
0,* Thats people mag haha ​​je ne pouvais pas tout monter dans ... je ne pense pas que ces images l'ont jamais fait dans le magazine tho! Haha
0,félicitations!! J'ai totalement oublié de soumettre des photos
0,"Awww, bonne chance paula !! S'il vous plaît ne travaillez pas trop dur mais j'espère que vous vous amusez, votre nouvel album va être incroyable! Xxx"
0,"Maintenant, tu me laisse ... - Craque triste-"
0,"Tu me manques Twitter. Mon téléphone s'est cassé, maintenant j'utilise un stupide téléphone Nokia. Ughhh, je manque mon téléphone d'avance."
0,Tir à l'extérieur de ma maison: o ne plaisante pas! tellement peur
0,"Mardi           Cela pourrait être très utile pour nous, accompagnateurs"
0,Quelle tragédie et désastre dans les nouvelles cette semaine
0,Oui oui essaye toujours de trouver une image qui va se charger correctement ...
0,Pourquoi oh pourquoi le jeu Red Sox a-t-il plu? J'avais tellement hâte d'ouvrir le jour
0,Je ne trouve toujours pas mes clés.
0,n'est-ce pas. Je ne sais pas ce qui se passe avec Twitter.
0,Peut-être endolori
0,ma ville natale. Ma maman a appelé tout déprimé. Expliquez-leur que votre parent a laissé passer son enfant de 8 ans à pied seul? Bonjour? C'est 2009!
0,- Je pense que je dois trouver de meilleurs antidépresseurs. Je pense que ce combo paxil / wellbutrin perd son efficacité.
0,Le restaurant appelé Woodntap a connu un tournoi touristique touristique en tournée. Nous plaçons le 2ème
0,Est dans la salle de bain ... réveillez-vous.
0,Je veux des tacos et des margaritas dis le gars je dis bonjour & lt; 3
0,"Je suis seul, faites-moi compagnie! 22 femmes, californie"
0,Mauvaise journée au bureau de betfair
0,il me manque. J'ai hâte de célébrer le talon de goudron ce week-end !!
0,J'ai vraiment froid. Je ne veux plus m'endormir mais il n'y a rien à faire
0,"Est-ce que c'est 4 u? C'est officiellement plus de 4 moi, ça tourne!"
0,singes??? Je viens de vous découvrir mon jumeau et vous ne reviendrez même pas. J'ai le coeur brisé
0,Aww je sais que j'ai senti comme ça hier au travail
0,Le traité n'est pas défini
0,A manqué brent à la bande de louange. Pas amusant de ne pas avoir votre guitariste principal. & Lt; pout & gt;
0,"Pauvre John, c'est ce qui se passe lorsque vous jouez avec des fruits et un micro-ondes! Sérieusement, avez-vous vu un médecin? Xxx"
0,"Manquant mon bff regardant la maison et loin, cela me rappelle qu'elle et moi nous l'avons fait. Crier devant les tribunaux"
0,La nouvelle carte vidéo est doa.
0,"Se sentir perdu, nu et confus (jk, soof) ..... pas d'iphone pour moi."
0,"Je suis trop tard pour remplir ce formulaire d'évaluation, les gens l'ont presque envoyé ... j'étais tellement occupé dans le travail"
0,A manqué brent à la bande de louange. Pas amusant de ne pas avoir votre guitariste principal. & Lt; pout & gt;
0,Je pense beaucoup au passé. Je ne peux pas le changer. Je me méritais beaucoup plus que ce que j'ai compris. .. mais pourquoi est-ce que je pense toujours à lui gah
0,A perdu son anneau. Il n'y a pas lieu d'être vu
0,"Ooooooh! * Joint d'étanchéité * voir, je télécharge des fichiers shitloads de zip sur 4chan. Je n'ai pas d'argent sur Internet. Baise oui alicia & amp; Mikey."
0,"Est toujours en train de nourrir mon nil, mais il se réjouit qu'il se sente mieux. Je déteste quand mon bébé est malade"
0,Est foutu pour revenir à ic
0,Yoyoyo. Mon internet a été grossier ce soir. Il vient de se reconnecter et je vais me coucher.
0,"Eh bien, j'ai des trucs et du netball, mais après netbal si j'ai fait des choses uni, nous pouvons"
0,"Moi aussi, je suis pauvre"
0,Aidez-moi à oublier 8 avril et amp; 13 juillet!
0,"Dierks bentley arrive à columbus, oh !! Je veux aller si mal"
0,Je dois reprendre mon sidekick.
0,félicitations! Je suis totalement jaloux! Je souhaite seulement que mon xm soit en train de fonctionner
0,Gr8t mon visage est très démangeant
0,Chaussettes pauvres luvvvvv le golden retriever !! Je veux un soupir
0,Je viens juste de constater qu'ils trouvèrent cette fille de tracy dans un bagage ... Comment fous terrible
0,Aaaaand la nausée est de retour.
0,"Ooh, je suis excité et je ne suis même pas en train de rester là-bas, j'adore youtube!"
0,J'ai passé 1 heure à atteindre la banque d'axes seulement pour découvrir aujourd'hui les vacances pour mahavir jayanti contd ..
0,Je suis d'accord ... les jobros ne se mettent pas à jour très souvent
0,"C'est hilarant et j'ai lié le clip de lj il y a quelque temps, mais quand je suis retourné tout à l'heure, c'était un lien mort"
0,"Oooooooo qui avec? (Je ne suis pas non plus, mais c'est parce que j'ai besoin d'étudier)"
0,"N'a pas tweeté presque toute la journée, j'ai affiché mon site ce soir, j'espère que ça va bien la nuit!"
0,Je me souvient de bentley
0,Sérieusement besoin de terminer ces applications de travail
0,"Mon fils vincas est malade, donc je reste à la maison juste trois jours au travail, et je suis de retour en vacances avec des enfants"
0,Whinging. Mon client et mon patron ne comprennent pas bien l'anglais. Réécrit un certain texte illisible. Il est écrit par v. Good writer & amp; reviewed correct.
0,Je ne veux pas qu'il me frappe.
0,Tellement malade de la neige ughh
0,"Ça ne marche pas, ton fan est fâché"
0,Je voudrais m'excuser pour les jeux vidéo répétés en direct tweets liés. Je vais bientôt discuter avec koodo. arrière.
0,"Mais je ne peux pas comprendre comment y arriver / retour / payer pour un hôtel, etc."
0,"Fml: tant pour l'ancienneté, bc de l'ineptitude technologique, je dois maintenant ""inscrire"" quot; Pour les cours à nouveau"
0,"Se sent comme si elle avait dormi la journée. Je ne voudrais plus de bouts avec ma vésicule biliaire. Au moins, j'ai des pilules maintenant pour la douleur."
0,"Mais ce que je veux vraiment, c'est ma vieille basse"
0,Fou fatigué aujourd'hui ... l'appelant tôt ce soir nuit nuit twitter
0,: Soyez tranquille et soyez bon pour vous.
0,Je crains d'avoir un mauvais code.
0,Pense que je vais au lit. Bonne adresse. je déteste ça
0,"Je suis ici, mon ami, et je t'aime."
0,"Tout ce temps-là, tu n'as pas remarqué que j'étais parti ... J'avais besoin de db2, n'est-ce pas?"
0,Est dans la salle de bains et je dois faire pipi!
0,Mais je voulais une margarita aussi!
0,"Les séances d'entraînement nocturnes sont les pires, mais malheureusement, mon emploi du travail me permet d'aller la nuit c'est dur!"
0,Je viens d'appeler Hillsong à nouveau - ils ont dit qu'ils ne pouvaient pas me dire où j'étais sur la liste d'attente - je ne sais pas si ça fait si bien
0,"A 0g de barre laiteuse gauche, et environ 200ml de coca"
0,Il n'est pas encore arrivé
0,"Comment, j'ai envie de danser, mais d'abord une école veut me violer davantage."
0,Ah! Je parie que j'ai été comme envie de jouer au softball ou au basketball !!! Mais je n'ai plus de temps
0,"Est terrifiée, elle a supprimé accidentellement une référence dans sa mission de gestion et espère qu'elle ne se heurte pas quand elle reviendra"
0,Amazon s3 plugin n'a pas travaillé sur mon site. Il a besoin de php 5. Mais mon fournisseur d'hébergement n'a que php 4.4. très triste.
0,"Argh! J'ai été suuuper endormie il y a une heure, maintenant je suis bien éveillé. J'espère que je ne resterai pas debout toute la nuit. : - /"
0,"J'aimerais être là! Vendu si vous avez un peu de temps, faites-le moi savoir, j'aimerais en savoir plus sur ce que vous faites!"
0,Juste regardé le tonnerre tropique. Redouter demain
0,Non ... il manque encore ...
0,Chiefdelphi est en panne
0,"- Selon mon frère, notre nouveau chiot a eu une bataille de poo et a été couvert de caca (image qui lui a été volée)"
0,Jouer à la maison! Mon nouveau patron ne m'a pas encore appelé ...
0,"Su yin huen tweeté, je ressens une culpabilité insupportable. J'ai fait pleuvoir mon personnel"
0,Le pauvre joshy est malade ??? Ces damnes tissanos!
0,Mes pensées portent sur la famille de sandra cantu à ce moment difficile et triste
0,"Je sais, je voulais simplement laisser tout le monde savoir ce qui se passait"
0,Michigan qui? Je ne les connais pas. * Soupir * honteux!
0,Je dois remplir deux heures
0,"Si minutieux! Hey, tu me manques na! Ce n'est pas la même chose de ne pas vous voir les filles tous les jours"
0,Oh! Est-ce que je l'ai mentionné? & Quot; gooooood moooorniiiiiiing & quot; de l'Allemagne! Je suis dans ma cage ... ou mieux ... mon bureau
0,La gorge se ferme et j'ai du fromage à cordes. pas une bonne idée
0,"Aww, sandra cantu est retrouvé mort dans une valise, les histoires d'histoires disparues ne semblent jamais aller bien. famille pauvre."
0,Souhaitant être à la maison sous mes couvertures
0,Rentrer de l'école draine toute mon énergie
0,"je suis d'accord. Le shapehifting est un copout. J'étais tellement excité pour le film d'angela, je pensais que c'était cette semaine. Noah était génial!"
0,Dang! J'aurais fait cela si je savais que c'était plus tôt. D'autres sorties prévues?
0,J'aimerais être mieux à l'écriture. Il me prend tellement longtemps pour écrire ce document.
0,... et bien sûr ... j'ai accès à mon pack de carte mythique halo 3 à nouveau ... mais de mauvaises nouvelles ... pas le légendaire pack de cartes ... ugh .. 600ms ...
0,"... pas encore malheureusement, quelques semaines plus tard, comment ça va? J'ai été un peu occupé avec mon dernier projet."
0,Ha le soleil est déjà parti
0,Le jour 2. beaucoup plus dur que le jour 1. Voyons comment le jour 3 va demain.
0,Mon homme s'est écrasé jake peavy m'a laissé tomber
0,"Voyage méga majeur, vous avez du temps pendant le jour tom / weds? Ou vous sortez ce soir? Je veux vous voir mal. Essayé de vous avertir, échec technique"
0,Michigan indique que tu me rends triste
0,OMG. Ma bouche souffre tant que je veux juste dormir jusqu'à ce qu'il soit temps de prendre mes appareils.
0,Se fâchant facilement aujourd'hui & gt; & gt; & gt; Proposition de biocarburants: se fâcher facilement aujourd'hui & gt; & gt; & gt; Biof ..
0,"Hey, fille. Le site est de retour. Girlyvue est de retour et ils ont encore plus de vidéos."
0,Je passe du temps avec ma grand-mère tôt demain et je ne peux pas laisser les skittles par elle-même.
0,Vient de rentrer à la maison en regardant l'état du michigan se tromper!
0,"Oh je-bus! Deux ans de travail de classes sont à organiser & gt; _ & lt; Je ne finis pas ce soir, ce n'est pas possible ... mes os me font mal"
0,"Pas d'échange pour moi, mon ordinateur portable n'est pas arrivé"
0,J'espère que ça ne dure pas trop longtemps. Je me sens misérable!
0,"Rachel! Une panne est nécessaire - je serais à la maison ce week-end, mais les gens stupides me font travailler, alors je suis libre et assis jusqu'à 4 ..."
0,"Pas amusant & amp; furieux? Le nouveau mantra pour les 2 breakers de la baie? Il s'agissait de 2 rampures, la ville a réagi exagérément & Serré"
0,Mon mari (pour une raison quelconque) pense qu'il est plus important qu'il ait un bon endroit pour le tapis rouge pour la première du film de randonnée. gazon!
0,"Je ne prétends pas combien de temps je me lève à 5 heures du matin, ça ne devient jamais plus facile. Homme, mes yeux blessent wah"
